MSOA_Code,MSOA_Name,0_15(%),16_29(%),30_44(%),45_64(%),65+(%),Density,Couple_household_1(%),Couple_household_2(%),Lone_parent_household(%),One_person_household(%),White(%),Asian(%),Black(%), no_English 
E02000395,Hammersmith and Fulham 024,15.33,23.95,27.93,19.91,12.89,60.6,14.7,20.1,5,37,86.1,5.2,2.7,9.8
E02000396,Hammersmith and Fulham 025,20.53,23.31,27.26,19.79,9.11,104.3,18.3,17.1,12,30.6,75.4,6.7,8.9,13.3
E02000397,Haringey 001,17.5,24.26,30.19,19.16,8.89,143.1,14.2,16.7,14.1,35.3,61.2,11.4,15.8,26.5
E02000398,Haringey 002,26.8,20.95,23.78,20.79,7.68,61.3,15.3,9.8,26,32.8,38.3,8.3,41.5,31.6
E02000400,Haringey 004,21.54,21.39,26.37,21.06,9.64,58.3,19.3,16.6,17.2,29.5,61.8,10.4,16.9,21.3
E02000401,Haringey 005,27.56,19.82,22.2,21.58,8.84,91.3,18.8,13.3,27.3,23.2,49.9,10.5,25.4,24.2
E02000402,Haringey 006,27.25,21.08,23.14,20.53,7.99,70.9,15.8,13.2,28,26.9,45.1,9.2,31.2,26.9
E02000403,Haringey 007,16.5,26.02,30.75,18.54,8.18,87.9,13,20.2,12.4,31.2,62.4,12.8,13.6,28.7
E02000404,Haringey 008,21.83,24.72,26.26,18.39,8.8,117.2,14.8,14.7,18.9,26.4,51.3,15.7,20.3,30.5
E02000405,Haringey 009,21.69,15.39,27.87,25.78,9.27,36.7,27.2,24.5,8.4,25.2,80.9,5.7,5.4,8.4
E02000406,Haringey 010,20.24,25.72,26.62,19.07,8.34,156.5,13.2,14.3,21.9,27.4,55.6,13.8,18.6,26.2
E02000407,Haringey 011,23.73,23.21,26.16,18.38,8.52,144.8,14.1,12.8,20.6,33.1,41.6,11.2,34.1,30.1
E02000408,Haringey 012,25,25.24,23.25,18.37,8.15,152.8,15.9,12.2,25,28,42.8,10,33.3,29.1
E02000409,Haringey 013,22.78,23.33,23.66,21.05,9.18,92.4,14.7,12.2,21.8,32.7,45.6,9.1,33.3,30.5
E02000410,Haringey 014,18.6,19.38,27.43,24.62,9.97,89,20.9,22.5,7,33.6,82.4,4.9,3.5,10.4
E02000411,Haringey 015,22.26,27.32,23.67,19.34,7.41,57.9,14.7,12.8,22.3,29.4,42.4,13.6,32,26.9
E02000412,Haringey 016,17.93,27.89,28.49,17.11,8.58,92,11.6,14,16.6,36.5,54.1,12.9,21,32.3
E02000413,Haringey 017,24.01,15.99,24.84,23.85,11.31,61.1,26.1,17.9,11.8,29.9,79.3,6.4,5.4,9.3
E02000414,Haringey 018,21.17,23.33,27.81,19.45,8.24,178.5,16,13.7,18.5,28.1,46.7,12.1,29.6,27.2
E02000415,Haringey 019,16.84,26.14,28.84,18.35,9.83,99.2,12.9,18.9,11.4,31.7,58.6,14.8,14.7,31.6
E02000416,Haringey 020,18.3,20.92,31.7,20.27,8.81,120.8,12.8,21.3,14.8,37.6,66.1,7.7,14.4,14.1
E02000417,Haringey 021,17.44,18.68,29.78,22.78,11.32,61.9,19.4,22.1,7.5,32.7,83.2,4.1,4.9,9
E02000418,Haringey 022,18.9,15.25,25.54,28.01,12.31,77.9,23.8,24.9,8.4,27.7,84.2,4.7,4.5,5.5
E02000419,Haringey 023,15.26,29.22,31.59,16.27,7.67,130.1,13.4,18.5,11.8,31.7,63.9,12.9,12.1,28.6
E02000420,Haringey 024,19.98,23.24,27.54,20.68,8.56,129.2,13,13.4,15.8,36.2,50.6,11.9,24.9,31
E02000421,Haringey 025,20.87,25.74,27.87,17.7,7.82,92,13.3,11.8,20,34.9,43.6,10.1,32.9,29.6
E02000422,Haringey 026,21.57,22.93,29.57,17.7,8.23,146.7,15.5,12.5,17.6,31.2,48,12.2,27.7,30.9
E02000423,Haringey 027,14.43,29.53,30.13,17.14,8.76,124.6,12.6,17.1,11.2,27.2,61.6,13,13.8,28
E02000424,Haringey 028,18.12,22.17,30.77,21.88,7.06,108.9,17.7,21.6,11.8,33,73.3,5,11.6,10
E02000425,Haringey 029,35.52,19.2,23.14,15.52,6.63,134.5,29.5,13.9,12.8,24.3,65.4,6.9,13.9,25.2
E02000426,Haringey 030,17.2,16.85,28.17,23.16,14.62,30,17.8,22.6,8.8,32.3,77.9,7.9,5.5,8.7
E02000427,Haringey 031,14.15,30.41,31.57,16.66,7.21,64.9,12.9,19.6,9.8,32.5,66.4,10.1,12.1,24.2
E02000428,Haringey 032,21.28,25.31,26.36,18.9,8.16,121.7,14.7,12.4,18.3,33.5,51.4,8.4,28.2,28.3
E02000429,Haringey 033,16.67,16.61,32.37,23.8,10.55,70.5,18.5,25.4,5.2,38,82.7,5.5,4.3,9.4
E02000430,Haringey 034,14.95,22.27,35.14,20.98,6.66,113.6,14.7,24.2,6.7,37.3,79.3,5.5,5.8,8.1
E02000431,Haringey 035,13.64,23.01,35.35,18.59,9.41,109.5,14.3,24.5,5.6,36.6,82.9,6,3.5,10.2
E02000432,Haringey 036,15.06,25.84,33.19,19.14,6.77,120.9,12.1,22.2,10.4,33.8,72.5,5.7,12.7,12.1
E02006794,Haringey 037,27.28,20.41,26.14,18.08,8.09,107.1,15.1,10,24.3,34.8,39.9,7.3,39.2,31.6
E02000433,Harrow 001,15.31,15.16,18.98,23.32,27.23,12.3,16.4,20.3,7.3,32.6,60.2,29.5,4.9,10.2
E02000434,Harrow 002,19.25,18.68,20.13,24.64,17.3,45,20.3,22.1,9.6,24.7,49.5,35.8,7.7,16.5
E02000435,Harrow 003,18.96,17.56,21.02,23.79,18.66,41.9,21,21.2,11.4,24.5,53,30.6,8.7,11.8
E02000436,Harrow 004,17.36,14.96,15.5,30.4,21.77,12.2,24,26.5,6,19.5,56.6,35.6,3.2,8.1
E02000437,Harrow 005,19.42,18.48,19.08,25.61,17.42,62.2,20.9,22.1,12.3,24.6,51.8,31.6,8.6,14
E02000438,Harrow 006,20.39,18.28,20.1,24.16,17.07,45.6,22,19.9,12.5,27,54.6,30.1,7.9,13
E02000439,Harrow 007,19.72,23.02,22.57,22.46,12.23,78.5,21.1,19,12.5,21.3,38.1,43.4,11.3,28.6
E02000440,Harrow 008,20.84,18.85,20.64,26.3,13.37,64.2,27.8,24.6,9.7,14.9,42.3,45.9,5.7,16.4
E02000441,Harrow 009,18.36,15.77,21.34,25.86,18.66,29.4,18.6,21.6,12.7,29.3,55.4,32.5,6.4,10.8
E02000442,Harrow 010,21.66,23.28,22.62,22.65,9.79,77.5,25,20.1,11.8,12.6,25.6,61.4,7.1,32.5
E02000443,Harrow 011,23.17,21.68,23.7,20.39,11.07,97.5,22.8,16.8,15.5,23.9,36.9,39.1,14.7,23.8
E02000444,Harrow 012,21.37,20.56,22.16,23.52,12.4,79.1,26,21,11.7,17.2,27.5,59.7,6.8,28.5
E02000445,Harrow 013,21.97,21.58,24.88,21.02,10.55,83.3,20,18.1,16.4,23.4,36.8,40,15,24.8
E02000447,Harrow 015,19.75,17.85,20.67,27.16,14.57,33,25.9,23.6,10.1,18.9,46.7,38.2,7.7,14.3
E02000448,Harrow 016,19.29,13.42,20.43,26.62,20.24,39.4,23,22.6,7.7,28.4,69.7,21.8,3.1,8
E02000449,Harrow 017,18.95,23.61,21.75,23.73,11.96,91.5,21.4,20.3,13.5,17.6,26.7,60.9,6.8,30.6
E02000451,Harrow 019,17.97,17.63,20.31,27.33,16.76,41.3,25.2,25.1,7.3,20.6,46.4,43,4.8,11.1
E02000452,Harrow 020,18.51,25.27,30.13,17.29,8.8,73.6,20.5,20.8,9.5,25.3,41.5,41.4,9,24.8
E02000453,Harrow 021,20.1,20.84,25.41,22.38,11.27,74.7,22.8,21.8,9.5,24.6,43.1,39.6,8.5,20.4
E02000454,Harrow 022,21.25,14.33,20.59,27.28,16.55,45.2,30.5,24.2,8.3,18.2,57.2,35.5,2.5,9.5
E02000455,Harrow 023,16.34,25.19,27.87,18.43,12.18,66.1,18,21.9,9.7,30,40.4,42.8,8.6,21.4
E02000456,Harrow 024,19.79,20.13,24.93,22.88,12.27,76.3,23.8,21.9,10.6,22.5,46.1,38.3,8.2,18.2
E02000457,Harrow 025,20.35,16.98,20.8,25.72,16.15,54.6,25.6,24.7,8.5,18.6,42.7,44.6,6.4,15.6
E02000459,Harrow 027,22.28,19.76,25.46,21.36,11.14,71,21.8,17.5,13.7,28.5,35,43.3,12.4,26.1
E02000460,Harrow 028,24.9,20.59,23.7,21.39,9.42,77.1,26,16.3,18.5,20.9,31,47,14.7,26.5
E02000461,Harrow 029,20.37,22.79,25.92,20.01,10.91,26.9,21.3,24,7.2,30.8,55.9,31,5.6,14.3
E02000462,Harrow 030,21.7,19.92,22.84,22.8,12.74,67.6,23.8,19.2,10.2,22.1,32.5,49.7,10.1,27.3
E02000463,Harrow 031,24.24,19.65,21.5,24.64,9.98,91.6,26.1,19.9,15.7,19.3,37.1,42.7,12.6,24.2
E02006795,Harrow 032,21.16,19.12,23.14,24.14,12.44,84.4,28.4,21.9,9.1,17,30.5,57.7,5.8,25.8
E02006882,Harrow 033,17.96,22.08,20.06,25.77,14.13,67.1,22.8,24.4,9.9,13.8,27.1,60.3,7.3,24.1
E02000464,Havering 001,21.78,16.9,19.45,24.03,17.84,11.2,18.8,20.1,14.8,32.2,89,2.8,5.8,2.5
E02000465,Havering 002,22.55,18.79,21.97,23.78,12.91,28.8,19.8,19.4,15.6,33.3,88.6,2.7,6.6,3.6
E02000466,Havering 003,21.66,18.56,19.09,25.04,15.65,13.3,19.9,22.8,16.4,26.1,87.6,3.9,5.7,2.4
E02000467,Havering 004,23.75,20.32,21.97,22.08,11.88,72.3,18.4,15.5,17.6,38,83,2.8,10.2,4.4
E02000468,Havering 005,19.53,17.1,19.34,26.05,17.98,19.5,20.1,24.5,13.4,26.7,88.8,3.9,4.9,2.8
E02000469,Havering 006,21.4,16.78,21.56,24.03,16.23,38.4,17.6,19.5,16.7,31.6,83,4,10,4.5
E02000470,Havering 007,15.99,15.95,20.24,27.64,20.19,11.7,17.7,26.7,8.4,31.8,90.9,3.9,3,2.5
E02000471,Havering 008,16.25,14.9,15.62,30.92,22.3,34.8,21,28.6,8.3,22.5,92.4,3.2,2.6,1.4
E02000472,Havering 009,19.15,16.83,19.95,26.82,17.25,58.7,23.3,25.6,10.6,25,89.2,4.7,4.1,2.6
E02000473,Havering 010,18.56,17.61,20.37,25.8,17.66,33.8,23,24.8,10.3,26.2,88.8,5.7,3.4,1.8
E02000474,Havering 011,20.56,18,21.59,23.56,16.29,38.5,19.4,22,14.4,30.6,86.8,4.8,5.2,3.2
E02000475,Havering 012,16.71,18.64,19.73,26.75,18.17,32.9,19,25.8,9.3,30.4,88.9,5.9,2.4,1.9
E02000476,Havering 013,17.8,24.26,24.26,19.46,14.23,55.6,14,19.6,12,42,79.4,9.3,6.9,8.3
E02000477,Havering 014,17.83,16.05,19.89,28.48,17.75,53.8,22.7,27.8,8.7,24.4,91.1,4.9,1.8,1.5
E02000478,Havering 015,14.46,17.49,13.44,31.25,23.36,23.7,19.4,29.4,5.4,20.8,74.9,19,3.3,2.7
E02000479,Havering 016,18.13,21.28,24.61,23.47,12.5,60.7,18.6,21.9,12.6,35.3,84.6,7.1,4.8,6.2
E02000480,Havering 017,21,20.06,22.38,23.27,13.29,30.2,21.4,21.7,14.7,27,75.4,10.6,9.6,6.7
E02000481,Havering 018,16.64,14.95,16.93,26.45,25.04,6.4,20.7,22.2,9.8,29.9,95.3,2.1,0.9,1.4
E02000482,Havering 019,17.14,13.91,16.71,28.56,23.67,22.6,24,25.2,5.4,25.3,94.1,3.5,0.9,1.5
E02000483,Havering 020,16.1,16.84,18.2,27.24,21.62,47.6,18.2,22.4,9.8,35.9,93.5,2.7,1.7,1.8
E02000484,Havering 021,17.66,18.75,17.95,30.53,15.11,44.6,24.1,26.9,9.3,24.8,90.2,4.2,3.1,2
E02000485,Havering 022,17.73,16.83,20.67,25.48,19.28,38.7,20.6,23.6,10.9,29.6,92.3,3.4,1.9,2.3
E02000486,Havering 023,15.9,16.81,18.59,28.66,20.05,57.7,18.7,27,10.5,27.9,91.1,3.7,3,2.4
E02000487,Havering 024,17.28,13.73,15.57,31.34,22.08,6.1,25.8,30.3,5.2,19.9,96.2,1.7,0.7,0.5
E02000488,Havering 025,16.26,16.66,17.1,30.88,19.1,40.5,21.8,29.2,9,23.6,93.2,3.2,2.2,1.6
E02000489,Havering 026,18.56,17.85,18.56,27.41,17.63,30.6,19.1,23.8,13.7,27.1,84.7,6.4,6.7,3.5
E02000490,Havering 027,18.66,16.58,17.91,26.03,20.81,38.3,18.8,23.5,14.1,27.1,87.5,3.3,6.4,2.5
E02000491,Havering 028,21.79,17.83,19.67,24.76,15.95,18.5,18.3,19.7,15.5,31.1,81.8,4,10.8,4.1
E02000492,Havering 029,15.85,16.65,15.96,28.95,22.59,4.5,18.4,26.6,10.2,26,90.9,3.1,4,1.5
E02000493,Havering 030,22.17,19.76,21.37,24.28,12.42,48.7,19.8,21.9,17.3,27.9,77.7,6.7,11.2,4.7
E02000494,Hillingdon 001,16,13.75,18.73,29.9,21.62,12,20.2,24.2,7.2,29.3,60.2,32.3,2.3,7.8
E02000495,Hillingdon 002,17.3,16.35,23.84,24.48,18.03,35.5,18.8,21.4,9.6,34.6,68.6,23.2,3.3,10.6
E02000496,Hillingdon 003,19.25,15.27,21.94,26.53,17.02,4.9,19.8,24.2,11.4,29.9,87.5,6.7,2.3,3.8
E02000497,Hillingdon 004,19.49,15.17,21.89,26.51,16.94,32.6,23.3,22.4,10.7,27.7,73.1,18.9,2.5,5.1
E02000498,Hillingdon 005,18.94,15.43,19.6,28.41,17.62,19.4,20.1,24.9,10.2,30.9,86,7.4,1.8,2.7
E02000499,Hillingdon 006,18.69,15.14,18.33,28.09,19.76,48.5,23.7,25.1,8.2,23.6,76.9,16.3,2.1,6
E02000500,Hillingdon 007,16.7,16.1,19.02,28.92,19.26,27,21.9,27.8,6.4,24.5,81.7,12.3,1.2,5.4
E02000501,Hillingdon 008,20.19,15.73,21.55,26.7,15.84,57.6,25.2,24.8,10.3,24.3,81.2,11.9,2.7,4.2
E02000502,Hillingdon 009,19.86,17.13,25.23,22.26,15.51,18.9,22.3,24.6,10.9,27.6,78.7,12.8,3.2,6.4
E02000503,Hillingdon 010,19.98,18.71,24.59,24.84,11.89,66,27.1,27.2,10,21.1,83.2,9.5,2.7,4.2
E02000504,Hillingdon 011,18.95,13.05,19.57,27.87,20.56,24.1,25.4,25,6.5,24.1,82.4,11.9,1.5,3.4
E02000506,Hillingdon 013,16.6,16.5,17.61,30.01,19.28,13.9,23.8,28.1,5.6,21.5,67.9,23.2,2.4,5.6
E02000507,Hillingdon 014,23.47,19.65,22.12,23.68,11.08,29.8,27.9,22.6,14.2,18.6,68.7,19.8,4.6,7
E02000508,Hillingdon 015,12.61,42.33,18.87,16.42,9.77,35.8,17.3,22.3,9.3,35.3,64.8,19.6,8,10.6
E02000509,Hillingdon 016,13.17,44.87,18.89,15.11,7.95,51.9,16.2,20.5,10.5,32.2,57.7,25.5,8.1,12.9
E02000510,Hillingdon 017,19.42,21.37,21.04,23.95,14.21,41.3,21.5,22.5,11.3,23.5,64.3,22.9,5.5,10
E02000511,Hillingdon 018,21.55,21.71,20.36,23.3,13.09,40.4,25.8,20.2,13.8,19.4,57.7,26.2,8.6,12.7
E02000512,Hillingdon 019,21.91,23.38,21.76,20.97,11.97,58,20.5,17.9,18.1,25.8,59.3,23,10.5,11.9
E02000513,Hillingdon 020,27.66,20.59,24.8,18.63,8.32,61.1,22.9,15,21.2,25,44,28.8,18.3,21.7
E02000514,Hillingdon 021,23.52,22.14,23.13,21.19,10.02,84.3,26.2,19.5,12.4,17.3,28.7,52.6,10.4,26.2
E02000515,Hillingdon 022,19,26.83,24.1,20.13,9.94,34.3,17.2,20.9,12.9,32,69.6,16,7.3,12.1
E02000516,Hillingdon 023,24.91,21.39,25.34,21.05,7.3,51.7,24.1,19.7,17.7,19.3,32.9,44.4,11.9,22.8
E02000517,Hillingdon 024,25.52,21.83,22.42,20.66,9.58,58.4,23.9,17.6,18,22.2,43.8,33.3,15,20.9
E02000518,Hillingdon 025,22.74,21.32,23.34,21.17,11.42,34.7,21.3,19.8,17.5,23.4,67.8,19.6,6.5,8.9
E02000519,Hillingdon 026,23.38,23.82,21.97,20.54,10.3,49.6,22.6,16.7,16.1,24.5,37,41.1,12.9,22.6
E02000520,Hillingdon 027,23.39,23.79,23.25,20.26,9.31,27.1,21.8,16.9,17,21.7,36.6,42.1,14.4,24.6
E02000521,Hillingdon 028,25.97,21.72,24.01,20.05,8.25,42.7,24.2,17.7,18.1,22,51.6,29.4,11.2,16.2
E02000522,Hillingdon 029,23.88,19.85,23.32,20.69,12.26,56.7,20.3,19.8,17.1,24.9,66.3,17.8,8.2,12
E02000523,Hillingdon 030,24.76,23.12,23.99,19.66,8.47,61.4,24.8,16.8,15.6,17,27.8,53.2,11.4,26.9
E02000524,Hillingdon 031,17.6,22.02,26.2,22.63,11.54,3.4,17.6,21.3,11.7,28.9,60,24.7,7.2,14.5
E02000525,Hillingdon 032,23.56,21.23,26.91,19.33,8.97,22.6,21.5,18.1,15.1,23.9,38.4,41.8,11,25.2
E02006796,Hillingdon 033,20.89,17.8,24.58,22.66,14.07,20.5,22.5,22.7,13.6,26,72.1,16.5,5.3,9.3
E02000526,Hounslow 001,17.61,18.64,27.99,24.47,11.29,90.6,19.5,23.8,6.1,31.6,83.3,7.4,2.8,10.4
E02000528,Hounslow 003,19.91,21.58,26.98,21.51,10.02,46.5,13.6,18.6,16.7,36.9,62.7,15.1,11.6,18.6
E02000529,Hounslow 004,22.01,23.38,23.82,21.18,9.62,72,23.1,17.9,14.3,21.8,22.6,58.8,7.8,31.1
E02000530,Hounslow 005,25.33,22.74,22.44,20.3,9.19,25.4,22.3,14.3,19.4,24.1,26.9,51.4,13.5,31.5
E02000531,Hounslow 006,14.93,26.57,26.07,22.05,10.38,40.2,15.3,21.6,10.5,37.4,71.7,12.8,7.3,15.4
E02000532,Hounslow 007,19.48,16.39,25.44,26.76,11.94,40.1,19.7,21.3,9.5,35,78.4,8.1,5.4,11.1
E02000533,Hounslow 008,18.45,16.88,28.35,24.51,11.81,78.5,19.5,20.4,8.9,36.3,81.3,7.3,4.3,9.5
E02000534,Hounslow 009,18.78,21.61,26.9,21.22,11.49,16.8,22.1,22.1,8.2,23.8,47.2,39.1,4.1,17.2
E02000535,Hounslow 010,19.69,23.41,22.65,22.29,11.97,60.2,21,19.7,11,18.1,20.1,68.4,4.4,27.2
E02000536,Hounslow 011,20.17,24.12,23.29,21.03,11.38,58.6,22.4,19,13,19.6,23.4,62.7,5.7,28.6
E02000537,Hounslow 012,17.05,24.72,25.77,20.13,12.33,46.9,21.4,19.6,8,19.6,27.7,61.8,3.2,27.3
E02000538,Hounslow 013,20.79,25.73,23.5,20.33,9.64,38.3,21.3,17.6,14.5,17.6,21.9,63.4,7.3,32.3
E02000539,Hounslow 014,21.45,19.73,30.25,19.76,8.81,66.5,20.5,21.4,13.2,29.6,64.7,18.9,7.3,15.1
E02000540,Hounslow 015,18.46,23.73,26.13,20.25,11.43,76.8,20.4,18.6,9.6,29.7,45.5,40.9,6.3,24.3
E02000541,Hounslow 016,19.61,26.11,22.58,20.51,11.2,84.3,17.7,16.5,14.1,21.4,26.2,58.8,7.6,33
E02000542,Hounslow 017,19.84,25.71,25.47,18.49,10.49,96.3,20.7,16.8,12.3,24,27.4,59.9,6,31.3
E02000543,Hounslow 018,20.36,26.02,29.87,16.46,7.28,107.5,23.4,19.5,11.5,22.3,34.2,54,5,33.6
E02000544,Hounslow 019,18.92,21.01,21.97,25.58,12.53,60.5,23.2,21.7,10.2,20.9,51.2,37.2,4.3,17.4
E02000545,Hounslow 020,21.48,19.89,26.28,22.58,9.78,63.7,18.2,21,15.3,29.9,63.5,17.2,11.4,15.6
E02000546,Hounslow 021,22.94,24.38,25.2,19.18,8.3,40.4,25.2,17.7,13.9,18.6,24.5,61.3,6.9,32.5
E02000547,Hounslow 022,21.12,20.34,23.84,22.31,12.39,29.7,21.5,19.5,13.8,26.4,60.2,27.2,6.4,16.2
E02000548,Hounslow 023,22.49,21.58,22.87,22.2,10.86,26.4,19.1,20.9,15,28.7,67.3,19.5,7.4,15.1
E02000549,Hounslow 024,20.04,20.78,22.37,23.55,13.26,45.4,21.5,20.3,13.8,23.4,62.7,25.8,4.9,15.7
E02000550,Hounslow 025,25.81,21.43,27.49,18.99,6.28,112.5,25.2,19.7,17.4,23.4,61.4,22.8,9,19.5
E02000551,Hounslow 026,24.94,20.63,23.39,20.95,10.09,41.4,20,16.2,19.1,29.6,63.8,19.2,9.7,16.2
E02000552,Hounslow 027,21.93,22.53,27,19.91,8.63,28.1,24.7,22.4,13,26.8,71.8,15.1,6.8,13.8
E02000553,Hounslow 028,21.44,19.17,22.38,24.19,12.82,26.3,20.5,21.1,14.4,27.8,73.7,13.7,5.7,10.1
E02006792,Hounslow 029,13.7,22.4,30.59,20.3,13.01,58.7,13,22,6.5,40.5,75.7,11.7,3.8,15.6
E02000554,Islington 001,19.78,22.94,27.92,21.29,8.07,146.9,11.7,14.6,18.4,40,60.6,7.6,19.8,14.7
E02000555,Islington 002,18.44,24.65,26.78,20.54,9.6,158.3,13.7,17.8,15.5,33.8,68.1,7.6,14.4,12.9
E02000556,Islington 003,16.15,27.37,29.13,19.7,7.65,154.7,10.7,18.8,13.8,37.1,66.2,8.8,15.1,15.2
E02000557,Islington 004,15.73,23.97,28.53,20.16,11.61,116.6,9.9,17.1,13.7,42.1,68.6,7.9,12.5,13.7
E02000558,Islington 005,23.29,24.17,24.18,19,9.36,187.2,12.4,12.2,20.2,39.2,48.1,10.8,27.6,24.7
E02000559,Islington 006,15.31,29.6,30.95,17.03,7.11,157.6,13,23.8,10,31.3,72.6,8.3,11,11.6
E02000560,Islington 007,11.81,35.56,29.47,15.55,7.62,144.2,8.2,19.5,9.5,37,68.2,10.9,10.2,17.7
E02000561,Islington 008,15.44,25.36,28.35,21.77,9.09,128,14.8,20.8,8.9,36.4,78.5,6.9,6.2,9.9
E02000562,Islington 009,18.12,23.39,28.99,19.54,9.96,124.2,13.2,19.4,13,38.1,70.5,6.7,13.2,12.8
E02000563,Islington 010,16.78,28.42,26.37,19.08,9.34,148,9.9,16,15.2,38.5,65.8,7.7,16.3,15.6
E02000564,Islington 011,13.05,34.49,30.31,15.68,6.46,133.4,8.1,19.3,11.7,37,66.6,10.7,12,16.7
E02000565,Islington 012,19.56,27.25,27.68,17.56,7.95,161.5,11.4,16.5,15.7,38.2,62.2,7.3,17.9,15.3
E02000566,Islington 013,15.04,25.73,30.11,20.73,8.39,119.2,13.5,23.7,9.1,35,77.3,6.6,7.6,10.2
E02000567,Islington 014,15.68,26.12,31.15,18.7,8.36,159.6,9.4,20.6,14,37.8,72.4,6.2,10.6,10.4
E02000568,Islington 015,15.76,33.28,25.05,16.49,9.42,111.9,8.7,12.7,16.4,42.9,62,11.7,15.7,18.6
E02000569,Islington 016,17.05,24.74,27.77,19.81,10.64,145.5,10,18.3,15.7,39,72.4,7.1,11.3,11.8
E02000570,Islington 017,13.66,27.44,29.77,21.09,8.03,149.1,11.2,26.3,8,36.3,81.3,6.3,5.5,8.9
E02000571,Islington 018,16.51,25.9,27.59,19.7,10.3,163.6,10,17.3,16.2,38.4,71.5,7.5,11.6,11
E02000572,Islington 019,19.15,32.84,21.01,17.05,9.95,188.6,10.4,13.3,18.7,36.8,55.6,17.2,16.8,18.6
E02000573,Islington 020,12.21,28.76,29.72,20.04,9.27,124.6,9.2,24,8.9,39.6,79.5,8,5.6,11.7
E02000574,Islington 021,11.73,33.56,28.15,18.28,8.28,144.7,8.1,20.9,9.7,41.3,69,12.8,9.2,14.7
E02000575,Islington 022,10.77,38.99,26.6,16.77,6.88,132.9,7,19.6,9.2,48.1,69.1,14.7,8.4,18
E02000576,Islington 023,16.49,31.77,25.54,17.12,9.08,129.9,9.3,14.6,14.5,42.3,64.2,11.3,14.3,17.4
E02000577,Kensington and Chelsea 001,20.31,20.68,24.17,23.86,10.97,82.9,12.2,14.9,19.3,38.3,43.8,9.2,24.4,21.9
E02000578,Kensington and Chelsea 002,21.47,20.66,22.94,23.37,11.56,112.2,14.3,12.1,21.1,38.3,55.5,8.1,17.1,18.4
E02000579,Kensington and Chelsea 003,17.5,19.14,26.67,25.28,11.41,138,13,16.4,12.9,42,68.9,6.7,10.7,15.9
E02000580,Kensington and Chelsea 004,13.66,21.93,30.48,24.44,9.5,211.7,7.8,17.2,12.9,49.3,63.2,7.1,14.9,17.6
E02000581,Kensington and Chelsea 005,19.73,20.32,21.38,24.27,14.31,172,12.4,13.3,17.9,43.3,54,8.5,18.8,18.5
E02000582,Kensington and Chelsea 006,13.32,21.93,31.96,20.94,11.84,148.6,11,19.6,4.9,51,77.9,8.9,3.9,21.4
E02000583,Kensington and Chelsea 007,16.87,18.53,27.87,25.22,11.52,123.7,14.2,21.1,7.2,42.2,79.8,6.2,4.2,15.8
E02000584,Kensington and Chelsea 008,15.59,18.22,30.47,23.17,12.55,87.7,15,21.6,4.2,44.1,78.6,9,2.2,19.7
E02000585,Kensington and Chelsea 009,17.57,18.46,29.29,23.5,11.18,91.1,14.5,19.1,8.2,40.3,67.4,11.4,4.5,23
E02000586,Kensington and Chelsea 010,15.78,22.1,30.84,21.42,9.86,142.5,15,19.9,3.6,44.8,73,13.4,2.1,25.6
E02000587,Kensington and Chelsea 011,16.39,18.46,28.07,24.39,12.68,138.7,15.3,21.8,4.9,40.9,73.8,11.6,1.2,25.5
E02000588,Kensington and Chelsea 012,12.66,20.82,29.88,23.67,12.97,108.7,10,20,3.5,51.1,79.3,8.8,1.4,27.1
E02000589,Kensington and Chelsea 013,12.43,29.54,32.07,17.7,8.25,219.7,10.8,16.2,4.2,51.8,64.8,18.7,3.4,31.7
E02000590,Kensington and Chelsea 014,13.17,22.12,24.95,24.42,15.34,152.2,8.7,15.4,8.4,54.6,71.2,11.2,4.6,27.3
E02000591,Kensington and Chelsea 015,12.57,24.55,31.56,21.86,9.45,179.8,8.4,18.8,7.9,49.6,59.5,16.8,5.8,31.6
E02000592,Kensington and Chelsea 016,14.39,21.31,32.7,20.74,10.86,116.9,12.7,20.6,3.2,50.1,79.3,10.5,1.3,28.6
