MSOA code,Total_Death
E02001837,23
E02001838,30
E02001839,15
E02001840,28
E02001841,18
E02001842,22
E02001843,26
E02001844,55
E02001845,8
E02001846,17
E02001847,9
E02001848,25
E02001849,11
E02001850,23
E02001851,26
E02001852,22
E02001854,25
E02001855,42
E02001856,11
E02001857,28
E02001858,16
E02001859,24
E02001860,21
E02001861,39
E02001862,31
E02001863,21
E02001864,10
E02001865,37
E02001866,34
E02001867,34
E02001868,28
E02001869,21
E02001870,42
E02001871,22
E02001872,25
E02001873,20
E02001874,23
E02001875,18
E02001876,15
E02001877,34
E02001878,21
E02001879,47
E02001880,27
E02001881,22
E02001882,24
E02001883,17
E02001884,15
E02001886,24
E02001888,14
E02001889,27
E02001890,21
E02001892,22
E02001893,23
E02001895,45
E02001896,26
E02001897,14
E02001898,8
E02001899,24
E02001900,19
E02001901,12
E02001902,18
E02001903,28
E02001904,21
E02001905,21
E02001906,14
E02001907,17
E02001908,23
E02001909,48
E02001910,22
E02001911,13
E02001913,15
E02001914,26
E02001915,42
E02001916,23
E02001918,24
E02001919,22
E02001920,7
E02001921,16
E02001922,4
E02001923,28
E02001924,11
E02001925,10
E02001926,23
E02001927,23
E02001928,12
E02001929,21
E02001930,8
E02001931,18
E02001932,6
E02001933,14
E02001934,20
E02001935,18
E02001936,16
E02001937,22
E02001938,11
E02001939,17
E02001941,32
E02001942,23
E02001943,13
E02001944,15
E02001945,9
E02001946,12
E02001947,11
E02001948,24
E02001949,11
E02001950,14
E02001951,13
E02001952,16
E02001953,34
E02001954,11
E02001955,27
E02001956,8
E02001957,16
E02001958,12
E02001959,15
E02001961,8
E02001962,17
E02001963,13
E02001964,10
E02001965,7
E02001966,13
E02001967,18
E02001968,15
E02001969,26
E02001970,7
E02001971,8
E02001972,20
E02001973,10
E02001974,14
E02001975,16
E02001976,18
E02001977,6
E02001978,10
E02001979,15
E02001980,9
E02001981,14
E02001982,19
E02001983,8
E02001984,21
E02001985,3
E02001986,21
E02001987,5
E02001988,15
E02001989,15
E02001990,22
E02001991,21
E02001992,33
E02001993,15
E02001994,14
E02001995,25
E02001996,7
E02001997,15
E02001998,9
E02001999,9
E02002000,17
E02002001,11
E02002002,24
E02002003,25
E02002004,14
E02002005,12
E02002006,6
E02002007,28
E02002008,24
E02002009,11
E02002010,34
E02002011,15
E02002012,23
E02002013,21
E02002014,18
E02002015,10
E02002016,16
E02002017,27
E02002018,17
E02002019,22
E02002020,35
E02002021,18
E02002022,16
E02002023,5
E02002024,23
E02002025,16
E02002026,11
E02002027,2
E02002028,7
E02002029,19
E02002030,23
E02002031,10
E02002032,15
E02002033,9
E02002034,14
E02002035,24
E02002036,12
E02002037,12
E02002038,13
E02002039,14
E02002040,12
E02002041,15
E02002042,23
E02002043,35
E02002044,17
E02002045,27
E02002046,10
E02002047,47
E02002048,17
E02002049,10
E02002051,16
E02002052,32
E02002053,10
E02002054,16
E02002055,31
E02002056,33
E02002057,31
E02002058,34
E02002059,33
E02002060,20
E02002061,29
E02002062,43
E02002063,24
E02002064,25
E02002065,34
E02002066,18
E02002067,18
E02002068,32
E02002069,25
E02002070,48
E02002071,15
E02002072,23
E02002073,24
E02002074,28
E02002075,20
E02002076,20
E02002077,32
E02002078,15
E02002079,27
E02002080,17
E02002081,8
E02002082,17
E02002083,17
E02002084,11
E02002085,9
E02002086,9
E02002087,16
E02002088,28
E02002089,23
E02002090,4
E02002091,18
E02002092,19
E02002093,21
E02002094,39
E02002095,16
E02002096,37
E02002097,14
E02002098,22
E02002099,16
E02002101,17
E02002102,42
E02002103,27
E02002104,13
E02002105,15
E02002106,38
E02002107,6
E02002108,15
E02002109,18
E02002110,15
E02002111,33
E02002112,13
E02002113,13
E02002114,30
E02002115,20
E02002116,38
E02002117,17
E02002118,40
E02002119,14
E02002120,8
E02002121,49
E02002122,16
E02002123,19
E02002124,22
E02002125,18
E02002126,18
E02002127,22
E02002128,21
E02002129,17
E02002130,19
E02002131,15
E02002132,38
E02002133,17
E02002134,17
E02002135,26
E02002136,14
E02002137,31
E02002138,16
E02002139,38
E02002140,35
E02002141,17
E02002142,18
E02002143,30
E02002144,15
E02002145,14
E02002146,17
E02002147,32
E02002148,28
E02002149,40
E02002150,15
E02002151,14
E02002152,18
E02002153,20
E02002154,14
E02002155,26
E02002156,20
E02002157,17
E02002158,20
E02002159,11
E02002160,27
E02002161,16
E02002162,34
E02002163,16
E02002164,8
E02002165,31
E02002166,27
E02002167,16
E02002168,27
E02002169,27
E02002170,16
E02002171,18
E02002174,20
E02002175,26
E02002176,17
E02002177,26
E02002178,48
E02002179,14
E02002180,12
E02002181,16
E02002182,39
E02002183,7
E02002184,54
E02002185,3
E02002186,29
E02002187,7
E02002188,8
E02002189,25
E02002190,26
E02002191,24
E02002192,17
E02002193,12
E02002194,14
E02002195,8
E02002196,4
E02002197,33
E02002198,15
E02002199,12
E02002200,29
E02002201,23
E02002202,17
E02002203,13
E02002204,25
E02002205,18
E02002206,8
E02002207,22
E02002208,17
E02002209,12
E02002210,14
E02002211,20
E02002212,12
E02002213,13
E02002214,7
E02002215,22
E02002216,36
E02002217,31
E02002218,15
E02002219,19
E02002220,22
E02002221,29
E02002222,36
E02002223,18
E02002224,21
E02002225,12
E02002226,37
E02002227,10
E02002228,28
E02002229,13
E02002230,14
E02002231,35
E02002232,27
E02002233,17
E02002234,15
E02002235,14
E02002236,11
E02002237,27
E02002238,11
E02002239,12
E02002240,25
E02002241,34
E02002242,13
E02002243,10
E02002244,7
E02002245,6
E02002246,8
E02002247,9
E02002248,12
E02002249,7
E02002250,7
E02002251,21
E02002252,4
E02002253,8
E02002254,7
E02002255,28
E02002256,14
E02002257,10
E02002258,17
E02002259,17
E02002260,11
E02002261,7
E02002262,14
E02002263,6
E02002264,14
E02002265,6
E02002266,17
E02002267,16
E02002268,23
E02002269,16
E02002270,6
E02002271,13
E02002272,23
E02002273,21
E02002274,13
E02002275,16
E02002276,19
E02002277,22
E02002278,9
E02002279,11
E02002280,18
E02002281,42
E02002282,7
E02002283,28
E02002284,15
E02002285,27
E02002286,15
E02002287,31
E02002288,30
E02002289,9
E02002290,9
E02002291,15
E02002292,15
E02002293,11
E02002294,30
E02002295,5
E02002296,19
E02002297,8
E02002298,17
E02002299,9
E02002300,15
E02002301,10
E02002302,12
E02002303,11
E02002304,14
E02002305,9
E02002306,8
E02002307,13
E02002308,7
E02002309,19
E02002310,8
E02002311,12
E02002312,4
E02002313,24
E02002314,16
E02002315,8
E02002316,7
E02002317,10
E02002318,16
E02002319,16
E02002320,11
E02002321,10
E02002322,10
E02002323,12
E02002324,12
E02002325,23
E02002326,7
E02002327,23
E02002328,10
E02002329,5
E02002330,10
E02002331,28
E02002332,4
E02002333,11
E02002334,16
E02002335,9
E02002336,5
E02002337,13
E02002338,20
E02002339,7
E02002340,6
E02002341,19
E02002342,5
E02002343,5
E02002344,15
E02002345,9
E02002346,7
E02002347,6
E02002348,23
E02002349,26
E02002350,10
E02002351,8
E02002352,24
E02002353,9
E02002354,19
E02002356,12
E02002357,12
E02002358,21
E02002359,7
E02002360,8
E02002361,14
E02002362,12
E02002363,11
E02002364,34
E02002366,38
E02002367,25
E02002368,6
E02002369,9
E02002370,10
E02002371,27
E02002373,10
E02002374,7
E02002375,9
E02002376,23
E02002377,16
E02002379,7
E02002380,10
E02002381,4
E02002382,19
E02002383,2
E02002384,10
E02002385,4
E02002386,18
E02002387,13
E02002388,14
E02002389,15
E02002390,12
E02002391,14
E02002392,3
E02002393,10
E02002394,10
E02002395,19
E02002396,27
E02002397,17
E02002398,16
E02002399,9
E02002400,12
E02002401,7
E02002402,35
E02002403,28
E02002404,17
E02002405,19
E02002406,14
E02002407,16
E02002408,17
E02002409,13
E02002410,18
E02002411,31
E02002412,6
E02002414,18
E02002415,10
E02002416,16
E02002417,12
E02002418,16
E02002419,11
E02002420,13
E02002421,10
E02002422,19
E02002423,15
E02002424,15
E02002425,18
E02002426,18
E02002427,15
E02002428,13
E02002429,22
E02002430,19
E02002431,11
E02002432,28
E02002433,13
E02002434,18
E02002435,12
E02002436,13
E02002437,9
E02002438,10
E02002439,29
E02002440,19
E02002441,22
E02002442,14
E02002443,7
E02002444,13
E02002445,29
E02002446,16
E02002447,17
E02002448,16
E02002449,16
E02002450,10
E02002451,33
E02002452,24
E02002453,27
E02002454,21
E02002455,16
E02002456,11
E02002457,21
E02002458,19
E02002459,14
E02002460,20
E02002461,34
E02002462,9
E02002463,36
E02002464,14
E02002465,14
E02002466,24
E02002467,15
E02002468,3
E02002469,14
E02002470,16
E02002471,14
E02002472,10
E02002473,19
E02002474,18
E02002475,15
E02002476,22
E02002477,8
E02002478,8
E02002479,24
E02002480,18
E02002481,27
E02002482,16
E02002483,22
E02002484,35
E02002485,22
E02002487,8
E02002488,21
E02002489,16
E02002490,9
E02002491,21
E02002492,23
E02002493,22
E02002494,20
E02002496,24
E02002497,15
E02002498,13
E02002499,42
E02002500,15
E02002501,24
E02002502,21
E02002503,9
E02002504,15
E02002505,9
E02002506,26
E02002507,12
E02002508,15
E02002509,17
E02002510,9
E02002512,10
E02002513,29
E02002514,37
E02002515,24
E02002516,12
E02002517,5
E02002518,18
E02002519,25
E02002520,21
E02002521,34
E02002523,10
E02002524,6
E02002525,32
E02002526,7
E02002527,12
E02002529,4
E02002530,11
E02002532,28
E02002533,13
E02002534,13
E02002535,13
E02002536,21
E02002537,15
E02002538,18
E02002539,18
E02002540,11
E02002541,8
E02002542,27
E02002543,20
E02002544,19
E02002545,11
E02002546,19
E02002547,21
E02002548,42
E02002549,23
E02002550,10
E02002551,22
E02002552,17
E02002553,20
E02002554,22
E02002555,21
E02002556,3
E02002557,21
E02002558,16
E02002559,5
E02002560,3
E02002561,12
E02002562,22
E02002563,28
E02002564,15
E02002565,7
E02002566,10
E02002567,16
E02002568,22
E02002569,31
E02002570,48
E02002571,8
E02002572,5
E02002573,12
E02002574,10
E02002575,13
E02002576,17
E02002577,20
E02002578,23
E02002579,24
E02002580,16
E02002581,17
E02002582,9
E02002583,9
E02002584,22
E02002585,19
E02002586,21
E02002587,6
E02002588,39
E02002589,9
E02002590,9
E02002591,26
E02002592,21
E02002593,10
E02002594,5
E02002595,15
E02002596,13
E02002597,17
E02002598,11
E02002599,31
E02002600,21
E02002601,22
E02002602,12
E02002603,16
E02002604,29
E02002605,19
E02002606,41
E02002607,30
E02002608,51
E02002609,19
E02002610,20
E02002611,33
E02002612,11
E02002613,16
E02002614,16
E02002615,19
E02002616,17
E02002617,25
E02002618,25
E02002619,23
E02002620,26
E02002621,36
E02002622,31
E02002623,26
E02002624,23
E02002625,25
E02002626,38
E02002627,17
E02002628,26
E02002629,10
E02002630,23
E02002631,20
E02002632,6
E02002633,28
E02002634,36
E02002635,22
E02002636,22
E02002637,10
E02002638,13
E02002639,14
E02002640,8
E02002641,17
E02002642,24
E02002643,18
E02002644,33
E02002645,6
E02002646,19
E02002647,20
E02002648,16
E02002649,20
E02002650,21
E02002651,35
E02002652,25
E02002653,11
E02002654,11
E02002655,20
E02002656,22
E02002657,20
E02002658,20
E02002659,25
E02002660,30
E02002661,32
E02002662,33
E02002663,7
E02002664,7
E02002665,37
E02002666,11
E02002667,7
E02002668,19
E02002669,8
E02002670,18
E02002671,27
E02002672,24
E02002673,24
E02002674,8
E02002675,8
E02002676,10
E02002677,16
E02002678,20
E02002679,21
E02002680,35
E02002681,16
E02002682,21
E02002684,29
E02002685,15
E02002686,17
E02002687,12
E02002688,7
E02002689,19
E02002691,26
E02002692,12
E02002693,11
E02002694,11
E02002695,20
E02002696,12
E02002697,13
E02002698,14
E02002699,21
E02002700,9
E02002701,4
E02002702,15
E02002703,28
E02002704,8
E02002705,23
E02002706,18
E02002707,16
E02002708,20
E02002709,13
E02002710,16
E02002711,29
E02002712,34
E02002714,14
E02002715,24
E02002716,18
E02002717,17
E02002718,15
E02002719,33
E02002720,13
E02002721,14
E02002722,21
E02002723,13
E02002724,10
E02002725,20
E02002726,18
E02002727,11
E02002728,5
E02002729,3
E02002730,7
E02002731,5
E02002732,7
E02002733,4
E02002734,5
E02002735,3
E02002736,2
E02002737,28
E02002738,5
E02002739,6
E02002740,13
E02002741,18
E02002742,14
E02002743,13
E02002744,22
E02002745,15
E02002746,17
E02002747,17
E02002748,14
E02002749,16
E02002750,6
E02002751,9
E02002752,7
E02002753,18
E02002754,12
E02002755,22
E02002756,18
E02002757,17
E02002758,2
E02002759,22
E02002760,9
E02002761,6
E02002762,11
E02002763,13
E02002764,8
E02002765,13
E02002766,20
E02002767,7
E02002768,7
E02002769,12
E02002770,9
E02002771,14
E02002772,7
E02002773,10
E02002774,18
E02002775,8
E02002776,14
E02002777,11
E02002778,21
E02002779,16
E02002780,7
E02002781,24
E02002782,9
E02002783,15
E02002784,9
E02002785,28
E02002786,7
E02002787,12
E02002788,4
E02002789,18
E02002790,20
E02002791,20
E02002792,13
E02002793,20
E02002794,10
E02002795,16
E02002796,6
E02002797,20
E02002798,12
E02002799,21
E02002800,35
E02002801,20
E02002802,16
E02002803,14
E02002804,25
E02002805,13
E02002806,12
E02002807,28
E02002808,19
E02002809,28
E02002810,20
E02002811,24
E02002812,40
E02002813,44
E02002814,45
E02002815,13
E02002816,16
E02002817,27
E02002818,25
E02002819,27
E02002820,16
E02002821,31
E02002822,19
E02002823,19
E02002824,22
E02002825,44
E02002826,6
E02002827,11
E02002828,14
E02002829,32
E02002830,12
E02002831,30
E02002832,39
E02002833,23
E02002834,12
E02002835,31
E02002836,28
E02002837,18
E02002838,21
E02002839,23
E02002842,2
E02002843,36
E02002844,46
E02002845,21
E02002846,12
E02002847,31
E02002848,31
E02002849,26
E02002851,34
E02002852,15
E02002853,36
E02002854,17
E02002855,4
E02002856,32
E02002857,3
E02002858,18
E02002860,32
E02002861,12
E02002862,14
E02002863,6
E02002864,12
E02002865,15
E02002866,13
E02002867,19
E02002868,16
E02002869,16
E02002871,20
E02002872,20
E02002873,19
E02002874,13
E02002875,14
E02002876,20
E02002877,16
E02002878,10
E02002879,8
E02002880,17
E02002881,20
E02002882,32
E02002883,21
E02002884,23
E02002885,16
E02002886,17
E02002887,48
E02002888,23
E02002889,4
E02002890,13
E02002891,15
E02002892,19
E02002893,12
E02002894,22
E02002895,1
E02002896,11
E02002897,14
E02002898,4
E02002899,4
E02002901,15
E02002902,36
E02002903,18
E02002904,20
E02002905,9
E02002906,7
E02002907,13
E02002908,11
E02002909,13
E02002910,9
E02002911,24
E02002912,14
E02002913,6
E02002914,13
E02002915,23
E02002916,15
E02002917,6
E02002918,20
E02002919,19
E02002920,5
E02002921,8
E02002922,10
E02002923,9
E02002924,6
E02002925,14
E02002926,27
E02002927,12
E02002928,8
E02002929,6
E02002930,12
E02002931,5
E02002932,11
E02002933,13
E02002934,9
E02002935,15
E02002936,11
E02002937,11
E02002938,5
E02002939,16
E02002940,13
E02002941,17
E02002942,12
E02002943,17
E02002944,11
E02002945,9
E02002946,13
E02002947,6
E02002948,2
E02002949,12
E02002950,8
E02002951,39
E02002952,21
E02002953,19
E02002954,16
E02002955,24
E02002956,31
E02002957,22
E02002958,20
E02002959,36
E02002960,7
E02002961,14
E02002962,13
E02002963,13
E02002964,29
E02002965,18
E02002966,15
E02002967,39
E02002968,23
E02002969,20
E02002970,33
E02002971,8
E02002972,16
E02002973,12
E02002974,29
E02002975,12
E02002976,13
E02002977,22
E02002978,18
E02002979,24
E02002980,26
E02002981,15
E02002982,15
E02002983,8
E02002984,46
E02002985,18
E02002986,10
E02002987,8
E02002988,26
E02002989,25
E02002990,2
E02002991,7
E02002992,6
E02002993,3
E02002994,5
E02002995,2
E02002996,6
E02002997,7
E02002998,13
E02002999,3
E02003000,22
E02003001,14
E02003002,3
E02003003,11
E02003004,20
E02003005,7
E02003006,10
E02003007,16
E02003008,2
E02003009,6
E02003010,5
E02003011,8
E02003012,16
E02003013,23
E02003014,5
E02003015,6
E02003016,7
E02003017,16
E02003018,4
E02003019,16
E02003020,30
E02003021,14
E02003022,3
E02003023,17
E02003024,21
E02003025,12
E02003026,20
E02003027,3
E02003028,19
E02003029,6
E02003030,8
E02003031,2
E02003032,11
E02003033,7
E02003034,6
E02003036,6
E02003037,6
E02003038,11
E02003039,13
E02003040,19
E02003041,1
E02003043,0
E02003044,5
E02003045,1
E02003046,2
E02003047,12
E02003048,1
E02003049,3
E02003050,12
E02003051,5
E02003052,6
E02003053,5
E02003054,12
E02003055,11
E02003056,10
E02003057,7
E02003058,19
E02003059,8
E02003060,39
E02003061,9
E02003062,22
E02003063,14
E02003064,0
E02003065,6
E02003066,6
E02003067,6
E02003068,12
E02003069,8
E02003070,28
E02003071,23
E02003072,11
E02003073,7
E02003074,10
E02003075,2
E02003076,10
E02003077,3
E02003078,11
E02003079,10
E02003080,18
E02003081,14
E02003082,36
E02003084,24
E02003085,5
E02003086,19
E02003087,11
E02003088,24
E02003089,11
E02003090,18
E02003091,13
E02003092,4
E02003093,14
E02003094,10
E02003095,8
E02003096,4
E02003097,10
E02003098,5
E02003099,13
E02003100,34
E02003101,3
E02003102,6
E02003103,3
E02003104,7
E02003105,19
E02003106,19
E02003107,9
E02003108,5
E02003109,4
E02003110,13
E02003111,14
E02003112,7
E02003113,12
E02003114,15
E02003115,24
E02003116,30
E02003117,15
E02003118,11
E02003119,14
E02003120,10
E02003121,17
E02003122,3
E02003123,2
E02003124,0
E02003125,17
E02003126,5
E02003127,6
E02003128,8
E02003129,3
E02003130,4
E02003131,7
E02003132,3
E02003133,3
E02003134,3
E02003135,5
E02003136,18
E02003137,12
E02003138,4
E02003139,2
E02003140,5
E02003141,5
E02003142,7
E02003143,9
E02003144,12
E02003145,15
E02003146,1
E02003147,5
E02003148,5
E02003149,5
E02003150,10
E02003151,14
E02003152,3
E02003153,6
E02003154,7
E02003155,10
E02003156,6
E02003157,2
E02003158,5
E02003159,7
E02003161,9
E02003163,25
E02003164,4
E02003165,18
E02003166,2
E02003167,15
E02003168,8
E02003169,3
E02003170,13
E02003171,4
E02003172,21
E02003173,13
E02003174,11
E02003175,14
E02003176,16
E02003177,5
E02003178,23
E02003179,25
E02003180,10
E02003181,9
E02003182,14
E02003183,17
E02003184,15
E02003185,9
E02003186,3
E02003187,6
E02003188,19
E02003189,28
E02003190,13
E02003191,35
E02003192,17
E02003194,25
E02003195,25
E02003196,42
E02003197,11
E02003198,13
E02003199,16
E02003200,24
E02003201,19
E02003202,10
E02003203,7
E02003204,20
E02003205,17
E02003206,27
E02003207,10
E02003208,38
E02003209,5
E02003210,33
E02003211,53
E02003212,14
E02003214,5
E02003215,12
E02003216,13
E02003217,17
E02003218,9
E02003219,15
E02003220,29
E02003221,14
E02003222,3
E02003223,9
E02003224,8
E02003225,4
E02003226,14
E02003227,10
E02003228,7
E02003229,3
E02003230,6
E02003231,10
E02003232,14
E02003233,11
E02003234,16
E02003235,12
E02003236,35
E02003237,7
E02003238,4
E02003239,15
E02003240,5
E02003241,12
E02003242,20
E02003243,3
E02003244,13
E02003245,6
E02003246,11
E02003247,29
E02003248,36
E02003249,21
E02003250,26
E02003251,24
E02003252,12
E02003253,13
E02003254,9
E02003255,15
E02003257,4
E02003258,24
E02003259,17
E02003260,22
E02003261,28
E02003262,23
E02003263,37
E02003264,22
E02003265,20
E02003266,29
E02003267,30
E02003268,30
E02003269,16
E02003270,23
E02003271,14
E02003272,28
E02003273,22
E02003274,35
E02003275,27
E02003276,20
E02003277,19
E02003278,23
E02003279,31
E02003280,38
E02003281,39
E02003282,29
E02003283,60
E02003284,28
E02003285,11
E02003286,24
E02003287,48
E02003288,43
E02003289,20
E02003290,61
E02003291,34
E02003292,29
E02003293,50
E02003294,31
E02003295,31
E02003296,24
E02003297,25
E02003298,27
E02003299,19
E02003300,16
E02003301,26
E02003302,42
E02003303,22
E02003304,42
E02003305,21
E02003307,54
E02003308,11
E02003309,22
E02003310,13
E02003311,30
E02003312,7
E02003313,33
E02003314,26
E02003315,8
E02003316,27
E02003317,29
E02003318,9
E02003319,26
E02003320,9
E02003321,26
E02003322,10
E02003323,12
E02003324,17
E02003325,19
E02003326,22
E02003327,15
E02003328,18
E02003329,14
E02003330,10
E02003331,26
E02003332,40
E02003333,13
E02003334,18
E02003335,15
E02003336,23
E02003337,23
E02003338,20
E02003339,28
E02003340,30
E02003341,11
E02003342,13
E02003343,11
E02003344,16
E02003345,11
E02003346,17
E02003347,12
E02003348,34
E02003349,21
E02003350,20
E02003351,30
E02003352,4
E02003353,14
E02003354,13
E02003355,6
E02003356,6
E02003357,6
E02003358,15
E02003359,7
E02003360,14
E02003361,12
E02003362,9
E02003363,15
E02003364,12
E02003365,18
E02003366,6
E02003367,1
E02003368,6
E02003369,3
E02003370,4
E02003371,7
E02003372,16
E02003373,5
E02003374,7
E02003375,6
E02003376,8
E02003377,7
E02003378,16
E02003379,14
E02003380,7
E02003381,8
E02003382,37
E02003383,6
E02003384,16
E02003385,23
E02003386,8
E02003387,12
E02003388,6
E02003389,8
E02003390,3
E02003391,21
E02003392,12
E02003393,8
E02003394,26
E02003395,10
E02003396,15
E02003397,13
E02003398,6
E02003399,5
E02003400,16
E02003401,31
E02003402,17
E02003403,22
E02003404,20
E02003405,17
E02003406,17
E02003407,20
E02003408,25
E02003409,11
E02003410,31
E02003411,41
E02003412,16
E02003413,23
E02003414,26
E02003415,27
E02003416,17
E02003417,19
E02003418,28
E02003419,20
E02003420,9
E02003421,8
E02003422,25
E02003423,12
E02003424,15
E02003425,22
E02003426,44
E02003427,12
E02003428,15
E02003429,15
E02003430,4
E02003431,12
E02003432,6
E02003433,11
E02003434,32
E02003435,9
E02003436,12
E02003437,26
E02003438,33
E02003439,9
E02003440,10
E02003441,20
E02003442,4
E02003443,17
E02003444,18
E02003445,9
E02003446,12
E02003447,23
E02003448,11
E02003449,6
E02003450,16
E02003451,14
E02003452,10
E02003453,5
E02003454,32
E02003455,11
E02003456,13
E02003457,11
E02003458,16
E02003459,18
E02003460,16
E02003461,36
E02003462,11
E02003463,7
E02003464,9
E02003465,24
E02003466,8
E02003467,41
E02003468,15
E02003469,9
E02003470,5
E02003471,9
E02003472,8
E02003473,9
E02003474,14
E02003475,16
E02003476,16
E02003477,25
E02003478,8
E02003479,13
E02003480,5
E02003481,10
E02003482,18
E02003483,10
E02003484,11
E02003485,31
E02003486,5
E02003487,21
E02003488,19
E02003489,33
E02003490,21
E02003491,15
E02003492,11
E02003493,20
E02003494,5
E02003495,9
E02003496,11
E02003497,20
E02003498,8
E02003499,25
E02003500,6
E02003501,7
E02003502,8
E02003503,26
E02003504,10
E02003505,6
E02003506,9
E02003507,26
E02003508,7
E02003509,17
E02003510,3
E02003511,6
E02003512,5
E02003513,19
E02003514,7
E02003515,10
E02003516,6
E02003517,4
E02003518,24
E02003519,2
E02003520,9
E02003521,23
E02003522,17
E02003523,24
E02003524,19
E02003525,7
E02003526,24
E02003527,7
E02003529,8
E02003530,20
E02003531,13
E02003532,15
E02003533,12
E02003534,9
E02003535,17
E02003536,14
E02003537,15
E02003538,21
E02003539,13
E02003540,28
E02003541,12
E02003542,9
E02003543,11
E02003544,4
E02003545,13
E02003546,20
E02003547,8
E02003548,26
E02003549,13
E02003550,14
E02003551,6
E02003552,20
E02003553,6
E02003554,24
E02003555,8
E02003556,8
E02003557,3
E02003558,8
E02003559,12
E02003560,3
E02003561,11
E02003562,11
E02003563,14
E02003564,8
E02003565,7
E02003566,5
E02003567,14
E02003568,11
E02003569,4
E02003570,9
E02003571,27
E02003572,11
E02003573,10
E02003574,13
E02003575,13
E02003576,4
E02003577,3
E02003578,6
E02003579,25
E02003580,11
E02003581,12
E02003582,22
E02003583,9
E02003584,2
E02003585,13
E02003586,16
E02003587,10
E02003588,16
E02003589,8
E02003590,16
E02003591,12
E02003592,25
E02003593,1
E02003594,30
E02003595,14
E02003596,30
E02003597,5
E02003598,14
E02003599,14
E02003600,21
E02003601,9
E02003602,12
E02003603,29
E02003604,23
E02003605,18
E02003606,20
E02003607,22
E02003608,20
E02003609,20
E02003610,17
E02003611,23
E02003612,12
E02003613,11
E02003614,9
E02003615,25
E02003616,11
E02003617,16
E02003618,16
E02003619,36
E02003620,28
E02003621,21
E02003622,34
E02003623,19
E02003624,35
E02003625,47
E02003626,8
E02003627,36
E02003628,26
E02003629,22
E02003630,24
E02003631,18
E02003632,12
E02003633,30
E02003634,25
E02003635,15
E02003636,15
E02003637,18
E02003638,11
E02003639,28
E02003640,11
E02003641,8
E02003642,16
E02003643,12
E02003644,18
E02003645,14
E02003646,18
E02003647,34
E02003648,13
E02003649,6
E02003650,24
E02003651,30
E02003652,29
E02003653,6
E02003654,10
E02003655,11
E02003656,15
E02003657,18
E02003658,27
E02003659,8
E02003660,6
E02003661,3
E02003662,4
E02003663,22
E02003664,30
E02003665,8
E02003666,10
E02003667,10
E02003668,25
E02003669,16
E02003670,14
E02003671,9
E02003672,22
E02003673,28
E02003674,10
E02003675,15
E02003676,11
E02003677,11
E02003678,20
E02003679,6
E02003680,14
E02003681,35
E02003682,4
E02003683,11
