MSOA code,Total_Death
E02003685,12
E02003686,25
E02003687,22
E02003688,36
E02003689,11
E02003690,34
E02003691,16
E02003692,21
E02003693,18
E02003694,13
E02003695,31
E02003696,22
E02003697,13
E02003698,5
E02003699,13
E02003701,33
E02003702,11
E02003703,17
E02003704,2
E02003705,8
E02003706,10
E02003707,6
E02003708,21
E02003709,8
E02003710,21
E02003711,20
E02003712,25
E02003713,13
E02003714,14
E02003715,2
E02003716,11
E02003717,21
E02003718,20
E02003719,26
E02003720,12
E02003721,19
E02003722,14
E02003723,1
E02003724,4
E02003725,2
E02003726,5
E02003727,9
E02003728,17
E02003729,4
E02003730,4
E02003731,4
E02003732,11
E02003733,10
E02003734,19
E02003735,3
E02003736,8
E02003737,9
E02003738,2
E02003739,7
E02003740,22
E02003742,13
E02003743,26
E02003744,47
E02003745,14
E02003746,7
E02003747,14
E02003748,13
E02003749,18
E02003750,21
E02003751,19
E02003752,15
E02003753,14
E02003754,4
E02003755,13
E02003756,7
E02003757,8
E02003758,25
E02003759,10
E02003760,8
E02003761,25
E02003762,17
E02003763,6
E02003764,18
E02003765,8
E02003766,7
E02003767,5
E02003768,18
E02003769,8
E02003770,7
E02003771,9
E02003772,8
E02003773,17
E02003774,8
E02003775,4
E02003776,14
E02003777,20
E02003778,19
E02003779,3
E02003780,19
E02003781,2
E02003783,13
E02003784,9
E02003785,6
E02003786,3
E02003787,7
E02003788,6
E02003789,15
E02003790,10
E02003791,3
E02003792,11
E02003793,8
E02003794,16
E02003795,37
E02003796,33
E02003797,28
E02003798,20
E02003799,27
E02003800,22
E02003801,19
E02003802,21
E02003803,18
E02003804,15
E02003805,24
E02003806,22
E02003807,22
E02003808,13
E02003809,19
E02003810,16
E02003811,11
E02003812,19
E02003813,24
E02003814,14
E02003815,23
E02003816,17
E02003817,8
E02003818,21
E02003819,21
E02003820,12
E02003821,16
E02003822,15
E02003823,20
E02003824,8
E02003825,4
E02003826,32
E02003827,26
E02003828,15
E02003829,10
E02003830,22
E02003831,30
E02003832,5
E02003833,11
E02003834,13
E02003835,14
E02003836,17
E02003837,25
E02003838,12
E02003839,19
E02003840,16
E02003841,15
E02003842,14
E02003843,13
E02003844,17
E02003845,27
E02003846,22
E02003847,20
E02003848,14
E02003849,11
E02003850,16
E02003851,25
E02003852,19
E02003853,8
E02003854,14
E02003855,39
E02003856,19
E02003857,12
E02003858,15
E02003859,42
E02003860,12
E02003861,18
E02003862,23
E02003863,15
E02003864,38
E02003865,20
E02003866,11
E02003867,8
E02003868,18
E02003869,35
E02003870,22
E02003871,14
E02003872,18
E02003873,8
E02003874,21
E02003875,9
E02003876,6
E02003877,25
E02003878,27
E02003879,20
E02003880,18
E02003881,6
E02003882,19
E02003883,11
E02003884,21
E02003885,12
E02003886,25
E02003887,10
E02003888,18
E02003889,11
E02003890,10
E02003891,9
E02003892,5
E02003893,4
E02003894,23
E02003895,6
E02003896,3
E02003897,3
E02003898,2
E02003899,0
E02003900,4
E02003901,9
E02003902,0
E02003903,2
E02003904,11
E02003905,4
E02003906,7
E02003907,6
E02003908,6
E02003909,9
E02003910,6
E02003911,5
E02003912,18
E02003913,1
E02003914,3
E02003915,4
E02003916,7
E02003917,6
E02003918,7
E02003919,6
E02003920,3
E02003921,7
E02003922,5
E02003923,13
E02003924,12
E02003925,5
E02003926,8
E02003927,4
E02003928,21
E02003929,8
E02003930,9
E02003931,6
E02003932,2
E02003933,2
E02003934,6
E02003935,12
E02003936,5
E02003937,4
E02003938,1
E02003939,2
E02003940,5
E02003941,13
E02003942,6
E02003943,10
E02003944,12
E02003945,10
E02003946,9
E02003947,10
E02003948,7
E02003949,10
E02003950,4
E02003951,4
E02003952,3
E02003953,6
E02003954,7
E02003955,6
E02003956,8
E02003957,6
E02003958,6
E02003959,14
E02003960,14
E02003961,3
E02003962,7
E02003963,15
E02003964,7
E02003965,38
E02003966,10
E02003967,14
E02003968,31
E02003969,28
E02003970,16
E02003971,9
E02003972,10
E02003973,16
E02003974,31
E02003975,42
E02003976,14
E02003977,6
E02003978,12
E02003979,30
E02003980,16
E02003981,11
E02003982,23
E02003983,12
E02003984,20
E02003985,19
E02003986,16
E02003987,11
E02003988,29
E02003989,7
E02003990,32
E02003991,27
E02003992,20
E02003993,18
E02003994,29
E02003995,42
E02003996,30
E02003997,39
E02003998,11
E02003999,24
E02004000,12
E02004001,10
E02004002,31
E02004003,27
E02004004,37
E02004005,15
E02004006,10
E02004007,28
E02004008,13
E02004009,16
E02004010,26
E02004011,31
E02004012,14
E02004013,11
E02004014,21
E02004015,14
E02004016,17
E02004017,8
E02004018,11
E02004019,24
E02004020,31
E02004021,13
E02004022,10
E02004023,8
E02004024,17
E02004025,19
E02004026,32
E02004027,47
E02004028,13
E02004029,17
E02004030,14
E02004031,27
E02004032,17
E02004033,20
E02004034,21
E02004035,14
E02004036,38
E02004037,12
E02004038,27
E02004039,17
E02004040,19
E02004041,10
E02004043,19
E02004044,20
E02004045,24
E02004046,18
E02004047,24
E02004048,10
E02004049,32
E02004050,24
E02004051,29
E02004052,18
E02004053,16
E02004054,27
E02004055,13
E02004056,21
E02004057,14
E02004058,16
E02004059,23
E02004060,14
E02004061,21
E02004062,13
E02004063,14
E02004064,9
E02004065,16
E02004066,25
E02004067,8
E02004068,13
E02004069,9
E02004070,20
E02004071,9
E02004072,31
E02004073,19
E02004074,8
E02004075,14
E02004076,26
E02004077,18
E02004078,18
E02004080,34
E02004081,17
E02004082,26
E02004083,17
E02004084,21
E02004085,29
E02004086,9
E02004087,16
E02004088,20
E02004089,19
E02004090,12
E02004091,27
E02004092,13
E02004093,16
E02004094,20
E02004095,30
E02004096,22
E02004097,11
E02004098,26
E02004100,14
E02004102,35
E02004103,20
E02004104,11
E02004105,21
E02004106,10
E02004108,36
E02004109,14
E02004110,13
E02004111,8
E02004112,15
E02004113,30
E02004114,18
E02004115,18
E02004116,37
E02004117,29
E02004118,17
E02004119,16
E02004120,17
E02004121,8
E02004122,14
E02004123,15
E02004124,25
E02004125,32
E02004126,20
E02004128,33
E02004129,0
E02004130,13
E02004131,7
E02004132,10
E02004133,19
E02004134,3
E02004135,3
E02004136,12
E02004137,5
E02004138,14
E02004139,6
E02004140,9
E02004141,2
E02004142,2
E02004143,10
E02004144,9
E02004145,17
E02004146,4
E02004147,6
E02004148,30
E02004149,11
E02004150,10
E02004151,6
E02004152,2
E02004153,2
E02004154,3
E02004155,4
E02004156,5
E02004157,5
E02004158,3
E02004159,7
E02004160,25
E02004161,11
E02004162,15
E02004163,5
E02004164,1
E02004165,8
E02004166,7
E02004167,7
E02004168,5
E02004169,7
E02004170,14
E02004171,4
E02004172,7
E02004173,3
E02004174,6
E02004175,1
E02004176,4
E02004177,4
E02004178,1
E02004179,4
E02004180,7
E02004181,9
E02004182,1
E02004183,0
E02004184,6
E02004185,1
E02004186,3
E02004187,7
E02004188,7
E02004189,2
E02004190,14
E02004191,3
E02004192,3
E02004193,6
E02004194,2
E02004195,6
E02004196,1
E02004197,1
E02004198,2
E02004199,3
E02004200,2
E02004201,1
E02004202,8
E02004203,12
E02004204,7
E02004205,3
E02004206,7
E02004207,1
E02004208,1
E02004209,5
E02004210,5
E02004211,4
E02004212,9
E02004213,18
E02004214,1
E02004215,8
E02004216,5
E02004217,3
E02004218,3
E02004219,4
E02004220,7
E02004221,4
E02004222,2
E02004223,7
E02004224,2
E02004225,1
E02004226,2
E02004227,14
E02004228,5
E02004229,5
E02004230,3
E02004231,5
E02004232,3
E02004233,8
E02004234,4
E02004235,2
E02004236,16
E02004237,13
E02004238,15
E02004239,18
E02004240,4
E02004241,13
E02004242,20
E02004243,10
E02004244,13
E02004245,21
E02004246,14
E02004247,2
E02004248,18
E02004249,10
E02004250,20
E02004251,18
E02004252,22
E02004253,25
E02004254,10
E02004255,15
E02004256,10
E02004257,8
E02004258,10
E02004259,5
E02004260,7
E02004261,24
E02004262,4
E02004263,6
E02004264,9
E02004265,11
E02004266,5
E02004267,6
E02004268,31
E02004269,12
E02004270,3
E02004271,4
E02004272,28
E02004273,4
E02004274,6
E02004275,6
E02004276,5
E02004277,49
E02004278,7
E02004279,9
E02004280,5
E02004281,1
E02004282,14
E02004283,15
E02004284,12
E02004285,3
E02004286,8
E02004287,4
E02004288,6
E02004289,5
E02004290,15
E02004291,22
E02004292,19
E02004293,29
E02004294,14
E02004295,19
E02004296,9
E02004297,19
E02004298,27
E02004299,39
E02004300,17
E02004301,39
E02004302,20
E02004303,30
E02004304,32
E02004305,20
E02004306,14
E02004307,20
E02004308,16
E02004309,20
E02004310,13
E02004311,18
E02004312,14
E02004313,7
E02004314,20
E02004315,28
E02004316,14
E02004317,28
E02004318,17
E02004319,18
E02004320,24
E02004321,36
E02004322,37
E02004323,15
E02004324,7
E02004325,27
E02004326,14
E02004327,24
E02004328,15
E02004329,14
E02004330,36
E02004331,31
E02004332,14
E02004333,7
E02004334,13
E02004335,12
E02004336,21
E02004337,8
E02004338,17
E02004339,14
E02004340,41
E02004341,29
E02004342,17
E02004343,18
E02004344,14
E02004345,24
E02004346,7
E02004347,21
E02004348,18
E02004349,17
E02004350,23
E02004351,21
E02004352,25
E02004353,46
E02004354,10
E02004355,15
E02004356,10
E02004357,21
E02004358,19
E02004359,29
E02004361,20
E02004362,23
E02004363,51
E02004364,22
E02004365,11
E02004366,25
E02004367,47
E02004368,8
E02004369,28
E02004370,11
E02004371,14
E02004372,9
E02004373,12
E02004374,31
E02004375,26
E02004376,15
E02004377,71
E02004378,15
E02004379,16
E02004380,22
E02004381,15
E02004382,27
E02004383,7
E02004384,18
E02004385,17
E02004386,10
E02004387,6
E02004388,25
E02004389,56
E02004390,22
E02004391,25
E02004392,14
E02004393,8
E02004394,37
E02004395,13
E02004396,21
E02004397,37
E02004398,51
E02004399,31
E02004400,44
E02004401,45
E02004402,48
E02004403,10
E02004404,4
E02004405,4
E02004406,31
E02004407,18
E02004408,3
E02004409,8
E02004410,13
E02004411,20
E02004412,19
E02004413,29
E02004414,13
E02004415,7
E02004416,12
E02004417,33
E02004418,15
E02004419,35
E02004420,28
E02004421,32
E02004422,23
E02004423,17
E02004424,11
E02004425,26
E02004426,21
E02004427,30
E02004428,28
E02004429,30
E02004430,16
E02004431,14
E02004432,16
E02004433,35
E02004434,32
E02004435,26
E02004436,24
E02004437,39
E02004438,34
E02004439,16
E02004440,26
E02004441,25
E02004442,19
E02004443,23
E02004444,27
E02004445,37
E02004446,8
E02004447,6
E02004448,18
E02004449,21
E02004450,6
E02004451,54
E02004452,44
E02004453,21
E02004454,31
E02004455,15
E02004456,22
E02004457,16
E02004458,31
E02004459,20
E02004460,14
E02004461,12
E02004462,29
E02004463,34
E02004464,27
E02004465,16
E02004466,15
E02004467,18
E02004468,40
E02004469,19
E02004470,37
E02004471,34
E02004472,18
E02004473,22
E02004474,16
E02004475,13
E02004476,39
E02004477,14
E02004478,30
E02004479,47
E02004480,19
E02004481,49
E02004482,33
E02004483,48
E02004484,35
E02004485,21
E02004486,16
E02004487,13
E02004488,28
E02004489,7
E02004490,28
E02004491,13
E02004492,13
E02004493,21
E02004494,34
E02004495,15
E02004496,27
E02004497,23
E02004498,19
E02004499,10
E02004500,23
E02004501,6
E02004502,22
E02004503,20
E02004504,26
E02004505,29
E02004506,28
E02004507,10
E02004508,11
E02004509,14
E02004512,37
E02004513,16
E02004514,8
E02004515,12
E02004516,16
E02004517,33
E02004518,6
E02004519,12
E02004520,11
E02004521,18
E02004522,10
E02004523,12
E02004524,18
E02004525,19
E02004526,17
E02004527,26
E02004528,12
E02004529,14
E02004530,12
E02004531,19
E02004532,22
E02004533,41
E02004534,17
E02004535,32
E02004536,20
E02004537,22
E02004538,29
E02004539,11
E02004540,13
E02004541,38
E02004542,19
E02004543,36
E02004544,20
E02004545,17
E02004546,14
E02004547,17
E02004548,4
E02004549,21
E02004550,24
E02004551,21
E02004552,19
E02004553,15
E02004554,16
E02004555,6
E02004556,9
E02004557,33
E02004558,21
E02004559,11
E02004560,27
E02004561,18
E02004562,14
E02004563,18
E02004564,30
E02004565,39
E02004566,19
E02004567,26
E02004568,25
E02004569,29
E02004570,33
E02004571,20
E02004572,29
E02004573,26
E02004574,25
E02004575,25
E02004576,24
E02004577,11
E02004578,70
E02004579,17
E02004580,60
E02004581,34
E02004582,28
E02004583,18
E02004584,31
E02004585,21
E02004586,37
E02004587,29
E02004588,32
E02004589,32
E02004590,56
E02004591,5
E02004592,4
E02004593,7
E02004594,5
E02004595,34
E02004596,11
E02004597,29
E02004598,17
E02004599,17
E02004600,5
E02004601,9
E02004602,15
E02004603,2
E02004604,14
E02004605,3
E02004606,33
E02004607,22
E02004608,15
E02004609,23
E02004610,9
E02004611,17
E02004612,15
E02004613,14
E02004614,20
E02004615,11
E02004616,19
E02004617,13
E02004618,4
E02004619,4
E02004620,10
E02004621,21
E02004622,15
E02004623,25
E02004624,4
E02004625,7
E02004626,13
E02004627,7
E02004628,9
E02004629,10
E02004630,9
E02004631,5
E02004632,19
E02004633,16
E02004634,14
E02004635,10
E02004636,6
E02004637,34
E02004638,21
E02004639,26
E02004640,7
E02004641,13
E02004642,19
E02004643,12
E02004644,10
E02004645,6
E02004646,24
E02004647,37
E02004648,6
E02004649,5
E02004650,18
E02004651,13
E02004652,7
E02004653,14
E02004654,18
E02004655,16
E02004656,9
E02004657,8
E02004658,13
E02004659,11
E02004660,12
E02004661,8
E02004662,11
E02004663,11
E02004664,18
E02004665,4
E02004666,26
E02004667,20
E02004668,12
E02004669,6
E02004670,35
E02004671,7
E02004672,24
E02004673,8
E02004674,38
E02004675,14
E02004676,9
E02004677,7
E02004678,16
E02004679,19
E02004680,3
E02004681,25
E02004682,4
E02004683,27
E02004684,14
E02004685,14
E02004686,8
E02004687,5
E02004688,20
E02004689,10
E02004690,21
E02004691,23
E02004692,8
E02004693,15
E02004694,16
E02004695,2
E02004696,7
E02004697,11
E02004698,13
E02004699,20
E02004700,6
E02004702,16
E02004703,11
E02004704,9
E02004705,17
E02004706,13
E02004707,20
E02004708,12
E02004709,10
E02004710,5
E02004712,17
E02004713,16
E02004714,15
E02004715,6
E02004716,8
E02004717,17
E02004718,2
E02004719,11
E02004720,27
E02004721,3
E02004722,19
E02004723,7
E02004724,11
E02004725,12
E02004726,6
E02004727,6
E02004728,17
E02004729,20
E02004730,27
E02004731,10
E02004732,12
E02004733,17
E02004734,18
E02004735,26
E02004736,16
E02004737,17
E02004738,25
E02004739,38
E02004740,15
E02004741,13
E02004742,12
E02004743,4
E02004744,5
E02004745,11
E02004746,18
E02004747,17
E02004748,20
E02004749,28
E02004750,28
E02004751,17
E02004752,11
E02004753,12
E02004754,9
E02004755,8
E02004756,3
E02004757,14
E02004758,20
E02004759,13
E02004760,37
E02004761,6
E02004764,30
E02004765,8
E02004766,26
E02004767,14
E02004768,5
E02004769,11
E02004770,16
E02004771,19
E02004772,12
E02004774,25
E02004775,25
E02004776,24
E02004777,28
E02004778,9
E02004779,22
E02004780,11
E02004781,5
E02004782,8
E02004783,6
E02004784,30
E02004785,5
E02004786,8
E02004787,22
E02004788,9
E02004789,13
E02004790,9
E02004791,6
E02004792,13
E02004793,17
E02004794,14
E02004795,14
E02004796,10
E02004797,3
E02004798,5
E02004799,30
E02004800,35
E02004801,8
E02004802,18
E02004803,11
E02004804,10
E02004805,15
E02004806,8
E02004807,25
E02004808,25
E02004809,17
E02004810,13
E02004811,35
E02004812,16
E02004813,26
E02004814,5
E02004815,4
E02004816,23
E02004817,16
E02004818,11
E02004819,33
E02004820,11
E02004821,9
E02004822,17
E02004823,12
E02004824,22
E02004825,35
E02004826,14
E02004827,1
E02004828,8
E02004829,5
E02004830,8
E02004831,17
E02004832,15
E02004833,20
E02004834,15
E02004835,11
E02004836,2
E02004837,17
E02004838,4
E02004839,7
E02004840,15
E02004841,26
E02004842,28
E02004843,18
E02004844,18
E02004845,25
E02004846,15
E02004847,21
E02004848,11
E02004849,8
E02004850,12
E02004851,17
E02004852,22
E02004853,12
E02004854,22
E02004855,14
E02004856,8
E02004857,10
E02004858,9
E02004859,6
E02004860,4
E02004861,13
E02004862,17
E02004863,34
E02004864,8
E02004865,8
E02004866,26
E02004867,13
E02004868,28
E02004869,3
E02004870,21
E02004871,8
E02004872,14
E02004873,15
E02004874,20
E02004875,26
E02004876,14
E02004877,6
E02004878,14
E02004879,6
E02004880,22
E02004881,10
E02004882,14
E02004883,9
E02004884,8
E02004885,5
E02004886,9
E02004887,5
E02004888,19
E02004889,35
E02004890,10
E02004891,23
E02004892,5
E02004893,6
E02004894,10
E02004895,20
E02004896,43
E02004897,17
E02004898,23
E02004899,28
E02004900,19
E02004901,37
E02004902,15
E02004903,12
E02004904,13
E02004905,27
E02004906,15
E02004907,22
E02004908,47
E02004909,14
E02004910,11
E02004911,16
E02004912,46
E02004913,32
E02004914,7
E02004915,14
E02004916,9
E02004917,30
E02004918,9
E02004919,10
E02004920,39
E02004921,13
E02004922,16
E02004923,32
E02004924,11
E02004925,20
E02004926,10
E02004927,9
E02004928,14
E02004929,13
E02004930,12
E02004931,17
E02004932,23
E02004933,9
E02004934,18
E02004935,8
E02004936,9
E02004937,24
E02004938,20
E02004939,16
E02004940,28
E02004941,22
E02004942,13
E02004943,24
E02004944,8
E02004945,34
E02004946,9
E02004947,11
E02004948,8
E02004949,19
E02004950,8
E02004951,13
E02004952,21
E02004953,4
E02004954,10
E02004955,8
E02004956,14
E02004957,17
E02004958,19
E02004959,26
E02004960,11
E02004961,19
E02004962,29
E02004963,9
E02004964,12
E02004965,26
E02004966,29
E02004967,18
E02004968,24
E02004969,18
E02004970,13
E02004971,17
E02004972,9
E02004973,12
E02004974,45
E02004975,7
E02004976,14
E02004977,22
E02004978,42
E02004979,14
E02004980,15
E02004981,15
E02004982,8
E02004983,11
E02004984,32
E02004985,24
E02004986,11
E02004987,13
E02004988,4
E02004989,26
E02004990,13
E02004991,18
E02004992,23
E02004993,11
E02004994,8
E02004995,14
E02004996,21
E02004997,25
E02004998,14
E02004999,46
E02005000,36
E02005001,26
E02005002,24
E02005003,17
E02005004,34
E02005005,11
E02005006,10
E02005007,29
E02005008,35
E02005009,19
E02005010,38
E02005011,32
E02005012,27
E02005013,26
E02005014,17
E02005015,24
E02005016,29
E02005017,24
E02005018,26
E02005019,42
E02005020,18
E02005021,13
E02005022,7
E02005023,25
E02005025,18
E02005026,16
E02005027,31
E02005028,29
E02005029,23
E02005030,17
E02005031,15
E02005032,17
E02005033,28
E02005034,15
E02005035,36
E02005036,19
E02005037,21
E02005038,17
E02005039,25
E02005040,23
E02005041,14
E02005042,17
E02005043,25
E02005044,21
E02005045,23
E02005046,17
E02005047,32
E02005048,31
E02005049,14
E02005050,47
E02005051,30
E02005052,25
E02005053,23
E02005054,20
E02005055,16
E02005056,30
E02005057,23
E02005058,22
E02005059,25
E02005060,34
E02005061,32
E02005062,18
E02005063,9
E02005064,26
E02005065,25
E02005066,19
E02005067,16
E02005068,8
E02005069,25
E02005070,24
E02005071,15
E02005072,10
E02005073,43
E02005074,29
E02005075,20
E02005076,35
E02005077,25
E02005078,34
E02005079,20
E02005080,29
E02005081,10
E02005082,17
E02005083,20
E02005084,15
E02005085,10
E02005086,9
E02005087,27
E02005088,27
E02005089,15
E02005090,26
E02005091,26
E02005093,31
E02005094,5
E02005095,7
E02005096,22
E02005097,13
E02005098,42
E02005099,7
E02005100,12
E02005101,5
E02005102,10
E02005103,29
E02005104,22
E02005105,16
E02005106,16
E02005107,52
E02005109,27
E02005110,19
E02005111,35
E02005112,34
E02005113,43
E02005114,13
E02005115,12
E02005116,16
E02005117,18
E02005118,27
E02005119,24
E02005120,45
E02005121,30
E02005122,11
E02005123,39
E02005124,39
E02005125,17
E02005126,31
E02005127,25
E02005128,18
E02005129,25
E02005130,17
E02005131,7
E02005132,47
E02005133,33
E02005134,16
E02005135,23
E02005136,26
E02005137,22
E02005138,38
E02005139,27
E02005140,31
E02005141,27
E02005142,22
E02005143,26
E02005144,25
E02005145,21
E02005146,12
E02005147,24
E02005148,28
E02005149,21
E02005150,30
E02005151,17
E02005153,22
E02005154,36
E02005155,7
E02005156,16
E02005157,11
E02005158,14
E02005159,12
E02005160,18
E02005161,13
E02005162,13
E02005163,6
E02005164,8
E02005165,26
E02005166,8
E02005167,18
E02005168,17
E02005169,7
E02005170,17
E02005171,18
E02005172,10
E02005173,6
E02005174,25
E02005175,30
E02005176,27
E02005177,24
E02005178,30
E02005179,43
E02005180,25
E02005181,24
E02005182,26
E02005183,18
E02005184,9
E02005185,19
E02005186,7
E02005189,18
E02005190,5
E02005191,16
E02005192,16
E02005193,17
E02005194,12
E02005195,17
E02005196,22
E02005197,10
E02005198,30
E02005199,10
E02005200,13
E02005201,18
E02005202,22
E02005203,14
E02005204,30
E02005205,17
E02005206,24
E02005207,30
E02005208,51
E02005209,32
E02005210,37
E02005211,19
E02005212,30
E02005213,39
E02005214,15
E02005215,34
E02005216,13
E02005217,30
E02005218,23
E02005219,15
E02005220,12
E02005221,23
E02005222,10
E02005223,16
E02005224,33
E02005225,8
E02005226,31
E02005228,8
E02005229,13
E02005230,13
E02005231,16
E02005233,13
E02005234,10
E02005235,3
E02005236,21
E02005237,21
E02005238,9
E02005239,13
E02005240,15
E02005241,9
E02005242,11
E02005243,20
E02005244,7
E02005245,16
E02005246,13
E02005247,21
E02005248,26
E02005249,25
E02005250,19
E02005251,41
E02005252,37
E02005253,16
E02005254,17
E02005255,19
E02005256,28
E02005257,20
E02005258,23
E02005259,28
E02005260,21
E02005261,19
E02005262,10
E02005263,14
E02005264,11
E02005265,22
E02005266,17
E02005267,16
E02005268,19
E02005269,11
E02005270,13
E02005271,11
E02005272,33
E02005273,16
E02005274,22
E02005275,11
E02005276,22
E02005277,17
E02005278,10
E02005279,24
E02005280,17
E02005281,24
E02005284,29
E02005285,15
E02005286,23
E02005287,9
E02005288,12
E02005289,11
E02005290,16
E02005291,8
E02005292,14
E02005293,12
E02005294,9
E02005295,25
E02005296,15
E02005297,16
E02005298,9
E02005299,10
E02005300,10
E02005301,22
E02005302,9
E02005303,18
E02005304,11
E02005305,20
E02005306,15
E02005307,19
E02005308,19
E02005309,20
E02005310,30
E02005311,6
E02005312,11
E02005313,29
E02005314,19
E02005315,17
E02005316,9
E02005317,11
E02005318,25
E02005319,17
E02005320,22
E02005321,17
E02005322,43
E02005323,14
E02005324,19
E02005325,28
E02005326,46
E02005327,15
E02005328,19
E02005329,19
E02005330,25
E02005331,37
E02005332,19
E02005334,11
E02005335,31
E02005336,5
E02005337,23
E02005338,27
E02005339,12
E02005340,24
E02005341,15
E02005342,6
E02005343,6
E02005344,33
E02005345,15
E02005346,24
E02005347,24
E02005348,13
E02005349,19
E02005350,15
E02005351,8
E02005352,12
E02005353,12
E02005354,10
E02005355,8
E02005356,13
E02005357,13
E02005358,20
E02005359,13
E02005360,8
E02005361,8
E02005362,15
E02005363,30
E02005364,4
E02005365,22
E02005366,17
E02005368,6
E02005369,34
E02005370,8
E02005371,7
E02005372,12
E02005373,13
E02005374,10
E02005375,29
E02005376,16
E02005377,16
E02005378,3
E02005379,9
E02005380,11
E02005381,19
E02005382,19
E02005383,29
E02005384,20
E02005385,11
E02005386,26
E02005387,9
E02005388,5
E02005389,18
E02005390,12
E02005391,12
E02005392,17
E02005393,15
E02005394,21
E02005395,7
E02005396,19
E02005397,17
E02005398,8
E02005399,12
E02005400,7
E02005401,6
E02005402,18
E02005403,12
E02005404,23
E02005405,14
E02005406,21
E02005407,18
E02005408,18
E02005409,37
E02005412,26
E02005414,29
E02005415,26
E02005416,14
E02005417,11
E02005418,10
E02005419,24
E02005420,26
E02005422,13
E02005423,20
E02005424,11
E02005425,3
E02005426,18
E02005427,3
E02005428,25
E02005429,15
E02005430,8
E02005431,23
E02005432,19
E02005433,29
E02005434,20
E02005435,22
E02005436,24
E02005437,13
E02005438,30
E02005439,28
E02005440,12
E02005441,16
E02005442,15
E02005443,14
E02005444,18
E02005445,13
E02005446,5
E02005447,17
E02005448,18
E02005449,16
E02005450,8
E02005451,15
E02005452,25
E02005453,22
E02005455,21
E02005456,17
E02005457,12
E02005458,15
E02005459,13
E02005460,4
E02005461,15
E02005462,12
E02005463,8
E02005464,27
E02005465,21
E02005466,12
E02005467,9
E02005468,11
E02005469,12
E02005470,22
E02005471,14
E02005472,32
E02005473,33
E02005474,7
E02005475,4
E02005476,9
E02005477,15
E02005478,33
E02005479,26
E02005480,7
E02005481,24
E02005482,7
E02005483,12
E02005484,12
E02005485,17
E02005486,23
E02005487,26
E02005488,8
E02005489,12
E02005490,29
E02005491,11
E02005492,16
E02005493,18
E02005494,16
E02005495,21
E02005496,8
E02005497,17
E02005498,15
E02005499,12
E02005500,9
E02005501,10
E02005502,19
E02005503,15
E02005504,27
E02005505,27
E02005506,33
E02005507,20
E02005508,9
E02005509,43
E02005510,12
E02005511,21
E02005512,17
E02005513,9
E02005514,18
E02005515,10
E02005516,4
E02005517,4
E02005518,17
E02005519,9
E02005520,29
E02005521,5
E02005522,9
E02005523,25
E02005524,11
E02005525,38
